RegistrationID,ItemName,Response
Cand029,Item077,D
Cand029,Item078,C
Cand029,Item079,A
Cand029,Item080,C
Cand029,Item081,B
Cand029,Item082,D
Cand029,Item083,B
Cand029,Item084,D
Cand029,Item085,A
Cand029,Item086,D
Cand029,Item087,C
Cand029,Item088,A
Cand029,Item089,A
Cand029,Item090,A
Cand029,Item091,C
Cand029,Item092,A
Cand029,Item093,C
Cand029,Item094,A
Cand029,Item095,B
Cand029,Item096,A
Cand029,Item097,B
Cand029,Item098,A
Cand029,Item099,C
Cand029,Item100,B
Cand030,Item001,C
Cand030,Item002,C
Cand030,Item003,A
Cand030,Item004,A
Cand030,Item005,D
Cand030,Item006,B
Cand030,Item007,C
Cand030,Item008,D
Cand030,Item009,B
Cand030,Item010,C
Cand030,Item011,A
Cand030,Item012,D
Cand030,Item013,B
Cand030,Item014,A
Cand030,Item015,D
Cand030,Item016,C
Cand030,Item017,A
Cand030,Item018,B
Cand030,Item019,C
Cand030,Item020,B
Cand030,Item021,B
Cand030,Item022,B
Cand030,Item023,A
Cand030,Item024,C
Cand030,Item025,C
Cand030,Item026,C
Cand030,Item027,C
Cand030,Item028,C
Cand030,Item029,D
Cand030,Item030,C
Cand030,Item031,D
Cand030,Item032,A
Cand030,Item033,A
Cand030,Item034,B
Cand030,Item035,A
Cand030,Item036,D
Cand030,Item037,C
Cand030,Item038,C
Cand030,Item039,A
Cand030,Item040,B
Cand030,Item041,C
Cand030,Item042,B
Cand030,Item043,B
Cand030,Item044,D
Cand030,Item045,B
Cand030,Item046,B
Cand030,Item047,D
Cand030,Item048,A
Cand030,Item049,D
Cand030,Item050,A
Cand030,Item051,A
Cand030,Item052,B
Cand030,Item053,D
Cand030,Item054,D
Cand030,Item055,C
Cand030,Item056,A
Cand030,Item057,D
Cand030,Item058,C
Cand030,Item059,D
Cand030,Item060,D
Cand030,Item061,B
Cand030,Item062,D
Cand030,Item063,A
Cand030,Item064,D
Cand030,Item065,C
Cand030,Item066,B
Cand030,Item067,C
Cand030,Item068,A
Cand030,Item069,C
Cand030,Item070,A
Cand030,Item071,D
Cand030,Item072,B
Cand030,Item073,B
Cand030,Item074,C
Cand030,Item075,C
Cand030,Item076,C
Cand030,Item077,C
Cand030,Item078,C
Cand030,Item079,B
Cand030,Item080,C
Cand030,Item081,A
Cand030,Item082,B
Cand030,Item083,B
Cand030,Item084,A
Cand030,Item085,B
Cand030,Item086,A
Cand030,Item087,C
Cand030,Item088,A
Cand030,Item089,A
Cand030,Item090,C
Cand030,Item091,B
Cand030,Item092,A
Cand030,Item093,C
Cand030,Item094,D
Cand030,Item095,B
Cand030,Item096,A
Cand030,Item097,B
Cand030,Item098,B
Cand030,Item099,B
Cand030,Item100,B
Cand031,Item001,D
Cand031,Item002,D
Cand031,Item003,C
Cand031,Item004,C
Cand031,Item005,A
Cand031,Item006,A
Cand031,Item007,A
Cand031,Item008,C
Cand031,Item009,D
Cand031,Item010,B
Cand031,Item011,B
Cand031,Item012,A
Cand031,Item013,B
Cand031,Item014,A
Cand031,Item015,D
Cand031,Item016,A
Cand031,Item017,C
Cand031,Item018,B
Cand031,Item019,B
Cand031,Item020,B
Cand031,Item021,B
Cand031,Item022,B
Cand031,Item023,A
Cand031,Item024,A
Cand031,Item025,D
Cand031,Item026,C
Cand031,Item027,C
Cand031,Item028,A
Cand031,Item029,D
Cand031,Item030,C
Cand031,Item031,D
Cand031,Item032,D
Cand031,Item033,D
Cand031,Item034,B
Cand031,Item035,A
Cand031,Item036,D
Cand031,Item037,A
Cand031,Item038,D
Cand031,Item039,A
Cand031,Item040,C
Cand031,Item041,B
Cand031,Item042,B
Cand031,Item043,B
Cand031,Item044,D
Cand031,Item045,B
Cand031,Item046,B
Cand031,Item047,D
Cand031,Item048,B
Cand031,Item049,D
Cand031,Item050,A
Cand031,Item051,A
Cand031,Item052,C
Cand031,Item053,D
Cand031,Item054,A
Cand031,Item055,C
Cand031,Item056,A
Cand031,Item057,D
Cand031,Item058,C
Cand031,Item059,D
Cand031,Item060,A
Cand031,Item061,A
Cand031,Item062,D
Cand031,Item063,C
Cand031,Item064,B
Cand031,Item065,B
Cand031,Item066,A
Cand031,Item067,A
Cand031,Item068,D
Cand031,Item069,D
Cand031,Item070,D
Cand031,Item071,A
Cand031,Item072,B
Cand031,Item073,D
Cand031,Item074,C
Cand031,Item075,C
Cand031,Item076,A
Cand031,Item077,C
Cand031,Item078,B
Cand031,Item079,B
Cand031,Item080,C
Cand031,Item081,A
Cand031,Item082,D
Cand031,Item083,B
Cand031,Item084,A
Cand031,Item085,A
Cand031,Item086,D
Cand031,Item087,C
Cand031,Item088,D
Cand031,Item089,A
Cand031,Item090,C
Cand031,Item091,C
Cand031,Item092,A
Cand031,Item093,C
Cand031,Item094,A
Cand031,Item095,B
Cand031,Item096,A
Cand031,Item097,C
Cand031,Item098,A
Cand031,Item099,A
Cand031,Item100,C
Cand032,Item001,C
Cand032,Item002,C
Cand032,Item003,A
Cand032,Item004,C
Cand032,Item005,D
Cand032,Item006,A
Cand032,Item007,C
Cand032,Item008,C
Cand032,Item009,D
Cand032,Item010,B
Cand032,Item011,A
Cand032,Item012,D
Cand032,Item013,B
Cand032,Item014,A
Cand032,Item015,D
Cand032,Item016,D
Cand032,Item017,A
Cand032,Item018,B
Cand032,Item019,B
Cand032,Item020,B
Cand032,Item021,B
Cand032,Item022,B
Cand032,Item023,A
Cand032,Item024,A
Cand032,Item025,A
Cand032,Item026,C
Cand032,Item027,C
Cand032,Item028,C
Cand032,Item029,D
Cand032,Item030,C
Cand032,Item031,D
Cand032,Item032,D
Cand032,Item033,B
Cand032,Item034,B
Cand032,Item035,D
Cand032,Item036,D
Cand032,Item037,A
Cand032,Item038,D
Cand032,Item039,A
Cand032,Item040,C
Cand032,Item041,A
Cand032,Item042,B
Cand032,Item043,B
Cand032,Item044,D
Cand032,Item045,B
Cand032,Item046,B
Cand032,Item047,D
Cand032,Item048,B
Cand032,Item049,D
Cand032,Item050,D
Cand032,Item051,A
Cand032,Item052,C
Cand032,Item053,D
Cand032,Item054,D
Cand032,Item055,C
Cand032,Item056,A
Cand032,Item057,D
Cand032,Item058,D
Cand032,Item059,D
Cand032,Item060,A
Cand032,Item061,B
Cand032,Item062,B
Cand032,Item063,C
Cand032,Item064,C
Cand032,Item065,B
Cand032,Item066,D
Cand032,Item067,C
Cand032,Item068,D
Cand032,Item069,D
Cand032,Item070,C
Cand032,Item071,C
Cand032,Item072,B
Cand032,Item073,B
Cand032,Item074,B
Cand032,Item075,C
Cand032,Item076,A
Cand032,Item077,C
Cand032,Item078,C
Cand032,Item079,A
Cand032,Item080,C
Cand032,Item081,A
Cand032,Item082,D
Cand032,Item083,B
Cand032,Item084,D
Cand032,Item085,A
Cand032,Item086,D
Cand032,Item087,C
Cand032,Item088,C
Cand032,Item089,A
Cand032,Item090,D
Cand032,Item091,C
Cand032,Item092,A
Cand032,Item093,C
Cand032,Item094,D
Cand032,Item095,B
Cand032,Item096,A
Cand032,Item097,B
Cand032,Item098,A
Cand032,Item099,D
Cand032,Item100,B
Cand033,Item001,C
Cand033,Item002,C
Cand033,Item003,D
Cand033,Item004,C
Cand033,Item005,A
Cand033,Item006,A
Cand033,Item007,A
Cand033,Item008,C
Cand033,Item009,B
Cand033,Item010,B
Cand033,Item011,B
Cand033,Item012,D
Cand033,Item013,C
Cand033,Item014,A
Cand033,Item015,D
Cand033,Item016,D
Cand033,Item017,C
Cand033,Item018,B
Cand033,Item019,C
Cand033,Item020,B
Cand033,Item021,B
Cand033,Item022,A
Cand033,Item023,A
Cand033,Item024,D
Cand033,Item025,C
Cand033,Item026,C
Cand033,Item027,C
Cand033,Item028,C
Cand033,Item029,D
Cand033,Item030,A
Cand033,Item031,D
Cand033,Item032,C
Cand033,Item033,A
Cand033,Item034,D
Cand033,Item035,A
Cand033,Item036,D
Cand033,Item037,C
Cand033,Item038,D
Cand033,Item039,A
Cand033,Item040,A
Cand033,Item041,B
Cand033,Item042,B
Cand033,Item043,A
Cand033,Item044,D
Cand033,Item045,B
Cand033,Item046,A
Cand033,Item047,D
Cand033,Item048,B
Cand033,Item049,D
Cand033,Item050,B
Cand033,Item051,A
Cand033,Item052,D
Cand033,Item053,D
Cand033,Item054,A
Cand033,Item055,C
Cand033,Item056,B
Cand033,Item057,A
Cand033,Item058,C
Cand033,Item059,B
Cand033,Item060,A
Cand033,Item061,A
Cand033,Item062,D
Cand033,Item063,D
Cand033,Item064,C
Cand033,Item065,C
Cand033,Item066,D
Cand033,Item067,C
Cand033,Item068,A
Cand033,Item069,D
Cand033,Item070,A
Cand033,Item071,A
Cand033,Item072,A
Cand033,Item073,B
Cand033,Item074,C
Cand033,Item075,C
Cand033,Item076,C
Cand033,Item077,B
Cand033,Item078,B
Cand033,Item079,D
Cand033,Item080,A
Cand033,Item081,D
Cand033,Item082,D
Cand033,Item083,B
Cand033,Item084,A
Cand033,Item085,B
Cand033,Item086,D
Cand033,Item087,A
Cand033,Item088,D
Cand033,Item089,A
Cand033,Item090,D
Cand033,Item091,C
Cand033,Item092,B
Cand033,Item093,C
Cand033,Item094,D
Cand033,Item095,B
Cand033,Item096,A
Cand033,Item097,B
Cand033,Item098,A
Cand033,Item099,D
Cand033,Item100,B
Cand034,Item001,C
Cand034,Item002,A
Cand034,Item003,C
Cand034,Item004,C
Cand034,Item005,D
Cand034,Item006,B
Cand034,Item007,C
Cand034,Item008,B
Cand034,Item009,D
Cand034,Item010,B
Cand034,Item011,A
Cand034,Item012,A
Cand034,Item013,B
Cand034,Item014,A
Cand034,Item015,D
Cand034,Item016,D
Cand034,Item017,B
Cand034,Item018,B
Cand034,Item019,C
Cand034,Item020,B
Cand034,Item021,B
Cand034,Item022,B
Cand034,Item023,A
Cand034,Item024,A
Cand034,Item025,A
Cand034,Item026,C
Cand034,Item027,C
Cand034,Item028,C
Cand034,Item029,D
Cand034,Item030,C
Cand034,Item031,D
Cand034,Item032,B
Cand034,Item033,A
Cand034,Item034,B
Cand034,Item035,A
Cand034,Item036,D
Cand034,Item037,A
Cand034,Item038,D
Cand034,Item039,A
Cand034,Item040,B
Cand034,Item041,B
Cand034,Item042,B
Cand034,Item043,B
Cand034,Item044,D
Cand034,Item045,B
Cand034,Item046,B
Cand034,Item047,B
Cand034,Item048,B
Cand034,Item049,D
Cand034,Item050,C
Cand034,Item051,A
Cand034,Item052,B
Cand034,Item053,D
Cand034,Item054,A
Cand034,Item055,C
Cand034,Item056,B
Cand034,Item057,D
Cand034,Item058,C
Cand034,Item059,B
Cand034,Item060,A
Cand034,Item061,B
Cand034,Item062,D
Cand034,Item063,C
Cand034,Item064,C
Cand034,Item065,B
Cand034,Item066,B
Cand034,Item067,A
Cand034,Item068,D
Cand034,Item069,C
Cand034,Item070,B
Cand034,Item071,D
Cand034,Item072,B
Cand034,Item073,B
Cand034,Item074,B
Cand034,Item075,C
Cand034,Item076,A
Cand034,Item077,A
Cand034,Item078,C
Cand034,Item079,A
Cand034,Item080,C
Cand034,Item081,A
Cand034,Item082,D
Cand034,Item083,B
Cand034,Item084,D
Cand034,Item085,A
Cand034,Item086,D
Cand034,Item087,A
Cand034,Item088,A
Cand034,Item089,A
Cand034,Item090,A
Cand034,Item091,C
Cand034,Item092,A
Cand034,Item093,C
Cand034,Item094,D
Cand034,Item095,C
Cand034,Item096,A
Cand034,Item097,A
Cand034,Item098,A
Cand034,Item099,A
Cand034,Item100,C
Cand035,Item001,B
Cand035,Item002,C
Cand035,Item003,A
Cand035,Item004,C
Cand035,Item005,D
Cand035,Item006,A
Cand035,Item007,B
Cand035,Item008,C
Cand035,Item009,D
Cand035,Item010,B
Cand035,Item011,A
Cand035,Item012,D
Cand035,Item013,B
Cand035,Item014,A
Cand035,Item015,D
Cand035,Item016,D
Cand035,Item017,A
Cand035,Item018,B
Cand035,Item019,C
Cand035,Item020,B
Cand035,Item021,B
Cand035,Item022,B
Cand035,Item023,A
Cand035,Item024,A
Cand035,Item025,A
Cand035,Item026,C
Cand035,Item027,C
Cand035,Item028,D
Cand035,Item029,D
Cand035,Item030,C
Cand035,Item031,D
Cand035,Item032,B
Cand035,Item033,A
Cand035,Item034,B
Cand035,Item035,D
Cand035,Item036,D
Cand035,Item037,A
Cand035,Item038,D
Cand035,Item039,A
Cand035,Item040,D
Cand035,Item041,B
Cand035,Item042,B
Cand035,Item043,B
Cand035,Item044,D
Cand035,Item045,B
Cand035,Item046,B
Cand035,Item047,D
Cand035,Item048,A
Cand035,Item049,D
Cand035,Item050,D
Cand035,Item051,A
Cand035,Item052,C
Cand035,Item053,D
Cand035,Item054,A
Cand035,Item055,C
Cand035,Item056,A
Cand035,Item057,D
Cand035,Item058,C
Cand035,Item059,D
Cand035,Item060,B
Cand035,Item061,B
Cand035,Item062,D
Cand035,Item063,C
Cand035,Item064,C
Cand035,Item065,B
Cand035,Item066,D
Cand035,Item067,D
Cand035,Item068,A
Cand035,Item069,D
Cand035,Item070,B
Cand035,Item071,C
Cand035,Item072,B
Cand035,Item073,B
Cand035,Item074,C
Cand035,Item075,A
Cand035,Item076,A
Cand035,Item077,D
Cand035,Item078,C
Cand035,Item079,A
Cand035,Item080,C
Cand035,Item081,A
Cand035,Item082,C
Cand035,Item083,B
Cand035,Item084,D
Cand035,Item085,A
Cand035,Item086,D
Cand035,Item087,C
Cand035,Item088,C
Cand035,Item089,A
Cand035,Item090,C
Cand035,Item091,C
Cand035,Item092,A
Cand035,Item093,C
Cand035,Item094,A
Cand035,Item095,C
Cand035,Item096,C
Cand035,Item097,B
Cand035,Item098,A
Cand035,Item099,C
Cand035,Item100,C
Cand036,Item001,A
Cand036,Item002,D
Cand036,Item003,A
Cand036,Item004,A
Cand036,Item005,A
Cand036,Item006,A
Cand036,Item007,B
Cand036,Item008,C
Cand036,Item009,D
Cand036,Item010,C
Cand036,Item011,B
Cand036,Item012,D
Cand036,Item013,B
Cand036,Item014,A
Cand036,Item015,D
Cand036,Item016,A
Cand036,Item017,C
Cand036,Item018,B
Cand036,Item019,D
Cand036,Item020,B
Cand036,Item021,C
Cand036,Item022,B
Cand036,Item023,A
Cand036,Item024,C
Cand036,Item025,D
Cand036,Item026,C
Cand036,Item027,C
Cand036,Item028,A
Cand036,Item029,D
Cand036,Item030,C
Cand036,Item031,D
Cand036,Item032,D
Cand036,Item033,B
Cand036,Item034,B
Cand036,Item035,A
Cand036,Item036,D
Cand036,Item037,A
Cand036,Item038,D
Cand036,Item039,A
Cand036,Item040,A
Cand036,Item041,B
Cand036,Item042,B
Cand036,Item043,B
Cand036,Item044,D
Cand036,Item045,B
Cand036,Item046,B
Cand036,Item047,D
Cand036,Item048,A
Cand036,Item049,D
Cand036,Item050,A
Cand036,Item051,B
Cand036,Item052,A
Cand036,Item053,C
Cand036,Item054,D
Cand036,Item055,C
Cand036,Item056,B
Cand036,Item057,D
Cand036,Item058,D
Cand036,Item059,B
Cand036,Item060,A
Cand036,Item061,B
Cand036,Item062,D
Cand036,Item063,A
Cand036,Item064,D
Cand036,Item065,B
Cand036,Item066,C
Cand036,Item067,A
Cand036,Item068,D
Cand036,Item069,D
Cand036,Item070,D
Cand036,Item071,C
Cand036,Item072,B
Cand036,Item073,B
Cand036,Item074,B
Cand036,Item075,C
Cand036,Item076,A
Cand036,Item077,A
Cand036,Item078,C
Cand036,Item079,A
Cand036,Item080,C
Cand036,Item081,A
Cand036,Item082,D
Cand036,Item083,D
Cand036,Item084,A
Cand036,Item085,B
Cand036,Item086,D
Cand036,Item087,C
Cand036,Item088,A
Cand036,Item089,A
Cand036,Item090,B
Cand036,Item091,B
Cand036,Item092,A
Cand036,Item093,C
Cand036,Item094,D
Cand036,Item095,B
Cand036,Item096,A
Cand036,Item097,B
Cand036,Item098,B
Cand036,Item099,D
Cand036,Item100,C
Cand037,Item001,C
Cand037,Item002,C
Cand037,Item003,A
Cand037,Item004,A
Cand037,Item005,D
Cand037,Item006,A
Cand037,Item007,B
Cand037,Item008,C
Cand037,Item009,A
Cand037,Item010,B
Cand037,Item011,A
Cand037,Item012,D
Cand037,Item013,B
Cand037,Item014,A
Cand037,Item015,D
Cand037,Item016,D
Cand037,Item017,A
Cand037,Item018,B
Cand037,Item019,C
Cand037,Item020,B
Cand037,Item021,B
Cand037,Item022,B
Cand037,Item023,A
Cand037,Item024,A
Cand037,Item025,A
Cand037,Item026,C
Cand037,Item027,C
Cand037,Item028,C
Cand037,Item029,D
Cand037,Item030,C
Cand037,Item031,D
Cand037,Item032,D
Cand037,Item033,C
Cand037,Item034,B
Cand037,Item035,D
Cand037,Item036,D
Cand037,Item037,A
Cand037,Item038,D
Cand037,Item039,A
Cand037,Item040,D
Cand037,Item041,B
Cand037,Item042,B
Cand037,Item043,B
Cand037,Item044,D
Cand037,Item045,A
Cand037,Item046,B
Cand037,Item047,D
Cand037,Item048,B
Cand037,Item049,D
Cand037,Item050,D
Cand037,Item051,B
Cand037,Item052,C
Cand037,Item053,D
Cand037,Item054,A
Cand037,Item055,C
Cand037,Item056,A
Cand037,Item057,D
Cand037,Item058,C
Cand037,Item059,B
Cand037,Item060,B
Cand037,Item061,B
Cand037,Item062,D
Cand037,Item063,C
Cand037,Item064,C
Cand037,Item065,B
Cand037,Item066,B
Cand037,Item067,C
Cand037,Item068,A
Cand037,Item069,D
Cand037,Item070,D
Cand037,Item071,A
Cand037,Item072,B
Cand037,Item073,D
Cand037,Item074,B
Cand037,Item075,C
Cand037,Item076,A
Cand037,Item077,D
Cand037,Item078,C
Cand037,Item079,A
Cand037,Item080,C
Cand037,Item081,A
Cand037,Item082,D
Cand037,Item083,B
Cand037,Item084,D
Cand037,Item085,A
Cand037,Item086,D
Cand037,Item087,A
Cand037,Item088,C
Cand037,Item089,D
Cand037,Item090,A
Cand037,Item091,C
Cand037,Item092,A
Cand037,Item093,C
Cand037,Item094,D
Cand037,Item095,C
Cand037,Item096,A
Cand037,Item097,B
Cand037,Item098,A
Cand037,Item099,A
Cand037,Item100,B
Cand038,Item001,B
Cand038,Item002,C
Cand038,Item003,A
Cand038,Item004,C
Cand038,Item005,B
Cand038,Item006,D
Cand038,Item007,C
Cand038,Item008,C
Cand038,Item009,D
Cand038,Item010,D
Cand038,Item011,B
Cand038,Item012,A
Cand038,Item013,B
Cand038,Item014,D
Cand038,Item015,D
Cand038,Item016,C
Cand038,Item017,A
Cand038,Item018,B
Cand038,Item019,B
Cand038,Item020,C
Cand038,Item021,C
Cand038,Item022,D
Cand038,Item023,A
Cand038,Item024,C
Cand038,Item025,A
Cand038,Item026,C
Cand038,Item027,C
Cand038,Item028,B
Cand038,Item029,D
Cand038,Item030,C
Cand038,Item031,D
Cand038,Item032,D
Cand038,Item033,A
Cand038,Item034,B
Cand038,Item035,A
Cand038,Item036,C
Cand038,Item037,A
Cand038,Item038,D
Cand038,Item039,A
Cand038,Item040,B
Cand038,Item041,B
Cand038,Item042,B
Cand038,Item043,B
Cand038,Item044,D
Cand038,Item045,B
Cand038,Item046,C
Cand038,Item047,D
Cand038,Item048,B
Cand038,Item049,D
Cand038,Item050,C
Cand038,Item051,A
Cand038,Item052,B
Cand038,Item053,D
Cand038,Item054,A
Cand038,Item055,C
Cand038,Item056,B
Cand038,Item057,A
Cand038,Item058,C
Cand038,Item059,B
Cand038,Item060,A
Cand038,Item061,B
Cand038,Item062,D
Cand038,Item063,C
Cand038,Item064,B
Cand038,Item065,B
Cand038,Item066,B
Cand038,Item067,A
Cand038,Item068,A
Cand038,Item069,C
Cand038,Item070,D
Cand038,Item071,A
Cand038,Item072,B
Cand038,Item073,D
Cand038,Item074,C
Cand038,Item075,C
Cand038,Item076,D
Cand038,Item077,C
Cand038,Item078,B
Cand038,Item079,C
Cand038,Item080,C
Cand038,Item081,B
Cand038,Item082,D
Cand038,Item083,B
Cand038,Item084,A
Cand038,Item085,A
Cand038,Item086,D
Cand038,Item087,D
Cand038,Item088,D
Cand038,Item089,B
Cand038,Item090,D
Cand038,Item091,C
Cand038,Item092,A
Cand038,Item093,B
Cand038,Item094,A
Cand038,Item095,C
Cand038,Item096,A
Cand038,Item097,B
Cand038,Item098,A
Cand038,Item099,C
Cand038,Item100,D
Cand039,Item001,C
Cand039,Item002,C
Cand039,Item003,A
Cand039,Item004,A
Cand039,Item005,A
Cand039,Item006,A
Cand039,Item007,D
Cand039,Item008,A
Cand039,Item009,A
Cand039,Item010,B
Cand039,Item011,A
Cand039,Item012,D
Cand039,Item013,B
Cand039,Item014,A
Cand039,Item015,D
Cand039,Item016,D
Cand039,Item017,D
Cand039,Item018,B
Cand039,Item019,C
Cand039,Item020,A
Cand039,Item021,B
Cand039,Item022,C
Cand039,Item023,A
Cand039,Item024,A
Cand039,Item025,A
Cand039,Item026,C
Cand039,Item027,A
Cand039,Item028,C
Cand039,Item029,D
Cand039,Item030,C
Cand039,Item031,D
Cand039,Item032,D
Cand039,Item033,D
Cand039,Item034,B
Cand039,Item035,D
Cand039,Item036,D
Cand039,Item037,A
Cand039,Item038,A
Cand039,Item039,A
Cand039,Item040,C
Cand039,Item041,B
Cand039,Item042,B
Cand039,Item043,B
Cand039,Item044,D
Cand039,Item045,A
Cand039,Item046,B
Cand039,Item047,B
Cand039,Item048,A
Cand039,Item049,D
Cand039,Item050,B
Cand039,Item051,A
Cand039,Item052,D
Cand039,Item053,D
Cand039,Item054,A
Cand039,Item055,C
Cand039,Item056,A
Cand039,Item057,D
Cand039,Item058,D
Cand039,Item059,B
Cand039,Item060,A
Cand039,Item061,B
Cand039,Item062,D
Cand039,Item063,C
Cand039,Item064,C
Cand039,Item065,B
Cand039,Item066,B
Cand039,Item067,C
Cand039,Item068,D
Cand039,Item069,D
Cand039,Item070,A
Cand039,Item071,B
Cand039,Item072,B
Cand039,Item073,B
Cand039,Item074,C
Cand039,Item075,C
Cand039,Item076,D
Cand039,Item077,A
Cand039,Item078,C
Cand039,Item079,A
Cand039,Item080,C
Cand039,Item081,A
Cand039,Item082,D
Cand039,Item083,B
Cand039,Item084,D
Cand039,Item085,A
Cand039,Item086,D
Cand039,Item087,C
Cand039,Item088,D
Cand039,Item089,D
Cand039,Item090,A
Cand039,Item091,B
Cand039,Item092,A
Cand039,Item093,A
Cand039,Item094,B
Cand039,Item095,C
Cand039,Item096,A
Cand039,Item097,B
Cand039,Item098,A
Cand039,Item099,C
Cand039,Item100,C
Cand040,Item001,B
Cand040,Item002,C
Cand040,Item003,A
Cand040,Item004,A
Cand040,Item005,D
Cand040,Item006,D
Cand040,Item007,C
Cand040,Item008,C
Cand040,Item009,D
Cand040,Item010,B
Cand040,Item011,A
Cand040,Item012,A
Cand040,Item013,B
Cand040,Item014,A
Cand040,Item015,D
Cand040,Item016,D
Cand040,Item017,B
Cand040,Item018,B
Cand040,Item019,B
Cand040,Item020,B
Cand040,Item021,B
Cand040,Item022,B
Cand040,Item023,A
Cand040,Item024,A
Cand040,Item025,A
Cand040,Item026,C
Cand040,Item027,C
Cand040,Item028,C
Cand040,Item029,D
Cand040,Item030,D
Cand040,Item031,D
Cand040,Item032,D
Cand040,Item033,A
Cand040,Item034,C
Cand040,Item035,D
Cand040,Item036,D
Cand040,Item037,A
Cand040,Item038,C
Cand040,Item039,A
Cand040,Item040,A
Cand040,Item041,B
Cand040,Item042,B
Cand040,Item043,B
Cand040,Item044,D
Cand040,Item045,B
Cand040,Item046,B
Cand040,Item047,D
Cand040,Item048,B
Cand040,Item049,D
Cand040,Item050,C
Cand040,Item051,A
Cand040,Item052,C
Cand040,Item053,D
Cand040,Item054,A
Cand040,Item055,C
Cand040,Item056,A
Cand040,Item057,D
Cand040,Item058,D
Cand040,Item059,B
Cand040,Item060,B
Cand040,Item061,B
Cand040,Item062,D
Cand040,Item063,C
Cand040,Item064,B
Cand040,Item065,B
Cand040,Item066,B
Cand040,Item067,C
Cand040,Item068,C
Cand040,Item069,C
Cand040,Item070,B
Cand040,Item071,A
Cand040,Item072,B
Cand040,Item073,D
Cand040,Item074,B
Cand040,Item075,C
Cand040,Item076,A
Cand040,Item077,D
Cand040,Item078,B
Cand040,Item079,A
Cand040,Item080,C
Cand040,Item081,A
Cand040,Item082,D
Cand040,Item083,B
Cand040,Item084,D
Cand040,Item085,A
Cand040,Item086,D
Cand040,Item087,A
Cand040,Item088,C
Cand040,Item089,C
Cand040,Item090,C
Cand040,Item091,C
Cand040,Item092,A
Cand040,Item093,C
Cand040,Item094,A
Cand040,Item095,B
Cand040,Item096,A
Cand040,Item097,B
Cand040,Item098,A
Cand040,Item099,A
Cand040,Item100,C
Cand041,Item001,B
Cand041,Item002,C
Cand041,Item003,B
Cand041,Item004,A
Cand041,Item005,D
Cand041,Item006,B
Cand041,Item007,B
Cand041,Item008,C
Cand041,Item009,D
Cand041,Item010,B
Cand041,Item011,A
Cand041,Item012,D
Cand041,Item013,B
Cand041,Item014,A
Cand041,Item015,D
Cand041,Item016,D
Cand041,Item017,D
Cand041,Item018,B
Cand041,Item019,C
Cand041,Item020,B
Cand041,Item021,B
Cand041,Item022,B
Cand041,Item023,A
Cand041,Item024,A
Cand041,Item025,A
Cand041,Item026,C
Cand041,Item027,C
Cand041,Item028,A
Cand041,Item029,D
Cand041,Item030,C
Cand041,Item031,C
Cand041,Item032,D
Cand041,Item033,A
Cand041,Item034,B
Cand041,Item035,D
Cand041,Item036,D
Cand041,Item037,A
Cand041,Item038,D
Cand041,Item039,A
Cand041,Item040,D
Cand041,Item041,B
Cand041,Item042,B
Cand041,Item043,B
Cand041,Item044,D
Cand041,Item045,B
Cand041,Item046,B
Cand041,Item047,D
Cand041,Item048,B
Cand041,Item049,D
Cand041,Item050,C
Cand041,Item051,A
Cand041,Item052,C
Cand041,Item053,B
Cand041,Item054,A
Cand041,Item055,C
Cand041,Item056,A
Cand041,Item057,D
Cand041,Item058,D
Cand041,Item059,A
Cand041,Item060,B
Cand041,Item061,B
Cand041,Item062,D
Cand041,Item063,C
Cand041,Item064,C
Cand041,Item065,B
Cand041,Item066,B
Cand041,Item067,C
Cand041,Item068,A
Cand041,Item069,D
Cand041,Item070,B
Cand041,Item071,B
Cand041,Item072,B
Cand041,Item073,B
Cand041,Item074,B
Cand041,Item075,C
Cand041,Item076,A
Cand041,Item077,D
Cand041,Item078,C
Cand041,Item079,A
Cand041,Item080,C
Cand041,Item081,A
Cand041,Item082,D
Cand041,Item083,B
Cand041,Item084,D
Cand041,Item085,A
Cand041,Item086,D
Cand041,Item087,C
Cand041,Item088,A
Cand041,Item089,C
Cand041,Item090,C
Cand041,Item091,C
Cand041,Item092,A
Cand041,Item093,C
Cand041,Item094,A
Cand041,Item095,C
Cand041,Item096,A
Cand041,Item097,B
Cand041,Item098,A
Cand041,Item099,C
Cand041,Item100,B
Cand042,Item001,C
Cand042,Item002,C
Cand042,Item003,A
Cand042,Item004,A
Cand042,Item005,D
Cand042,Item006,A
Cand042,Item007,B
Cand042,Item008,B
Cand042,Item009,D
Cand042,Item010,B
Cand042,Item011,A
Cand042,Item012,D
Cand042,Item013,B
Cand042,Item014,A
Cand042,Item015,D
Cand042,Item016,D
Cand042,Item017,A
Cand042,Item018,B
Cand042,Item019,C
Cand042,Item020,B
Cand042,Item021,B
Cand042,Item022,B
Cand042,Item023,A
Cand042,Item024,A
Cand042,Item025,A
Cand042,Item026,C
Cand042,Item027,C
Cand042,Item028,C
Cand042,Item029,D
Cand042,Item030,C
Cand042,Item031,D
Cand042,Item032,D
Cand042,Item033,A
Cand042,Item034,B
Cand042,Item035,D
Cand042,Item036,D
Cand042,Item037,A
Cand042,Item038,D
Cand042,Item039,A
Cand042,Item040,B
Cand042,Item041,B
Cand042,Item042,B
Cand042,Item043,B
Cand042,Item044,D
Cand042,Item045,B
Cand042,Item046,B
Cand042,Item047,D
